,GEO_ID,NAME,unemp_rate,med_hh_inc,mean_hh_inc
476,0500000US36091,"Saratoga County, New York",3.6,83765.0,104904.0
477,0500000US36093,"Schenectady County, New York",6.5,64847.0,80109.0
478,0500000US36101,"Steuben County, New York",6.1,55569.0,69932.0
479,0500000US36103,"Suffolk County, New York",3.9,100468.0,126020.0
480,0500000US36105,"Sullivan County, New York",6.9,52274.0,72044.0
481,0500000US36109,"Tompkins County, New York",3.6,57276.0,80857.0
482,0500000US36111,"Ulster County, New York",4.4,63889.0,88816.0
483,0500000US36113,"Warren County, New York",4.7,56482.0,75644.0
484,0500000US36117,"Wayne County, New York",4.3,61515.0,79920.0
485,0500000US36119,"Westchester County, New York",5.1,94811.0,151637.0
486,0500000US37001,"Alamance County, North Carolina",5.4,49979.0,68592.0
487,0500000US37019,"Brunswick County, North Carolina",5.4,60496.0,73963.0
488,0500000US37021,"Buncombe County, North Carolina",2.6,53980.0,78359.0
489,0500000US37023,"Burke County, North Carolina",7.3,43663.0,65820.0
490,0500000US37025,"Cabarrus County, North Carolina",5.4,69679.0,89464.0
491,0500000US37027,"Caldwell County, North Carolina",7.4,42257.0,58787.0
492,0500000US37031,"Carteret County, North Carolina",4.5,54833.0,68939.0
493,0500000US37035,"Catawba County, North Carolina",7.4,53454.0,66315.0
494,0500000US37037,"Chatham County, North Carolina",3.3,74959.0,104799.0
495,0500000US37045,"Cleveland County, North Carolina",6.3,40690.0,54716.0
496,0500000US37049,"Craven County, North Carolina",7.5,50509.0,65301.0
497,0500000US37051,"Cumberland County, North Carolina",7.5,46716.0,61491.0
498,0500000US37057,"Davidson County, North Carolina",5.1,45320.0,60887.0
499,0500000US37063,"Durham County, North Carolina",3.1,58073.0,82885.0
500,0500000US37067,"Forsyth County, North Carolina",5.4,49166.0,73262.0
501,0500000US37069,"Franklin County, North Carolina",3.2,60598.0,75625.0
502,0500000US37071,"Gaston County, North Carolina",4.2,52741.0,69665.0
503,0500000US37081,"Guilford County, North Carolina",5.4,51803.0,76103.0
504,0500000US37085,"Harnett County, North Carolina",6.6,51022.0,64140.0
505,0500000US37089,"Henderson County, North Carolina",3.3,53706.0,72361.0
506,0500000US37097,"Iredell County, North Carolina",4.2,59341.0,83901.0
507,0500000US37101,"Johnston County, North Carolina",4.1,60132.0,73747.0
508,0500000US37109,"Lincoln County, North Carolina",4.4,63782.0,84538.0
509,0500000US37119,"Mecklenburg County, North Carolina",4.0,63967.0,95943.0
510,0500000US37125,"Moore County, North Carolina",3.8,58531.0,80720.0
511,0500000US37127,"Nash County, North Carolina",5.5,51601.0,72738.0
512,0500000US37129,"New Hanover County, North Carolina",3.8,52239.0,73080.0
513,0500000US37133,"Onslow County, North Carolina",7.8,50639.0,61979.0
514,0500000US37135,"Orange County, North Carolina",3.9,72563.0,119216.0
515,0500000US37147,"Pitt County, North Carolina",7.1,42481.0,59322.0
516,0500000US37151,"Randolph County, North Carolina",4.6,47653.0,65544.0
517,0500000US37155,"Robeson County, North Carolina",4.7,35037.0,46921.0
518,0500000US37157,"Rockingham County, North Carolina",6.1,40688.0,56433.0
519,0500000US37159,"Rowan County, North Carolina",6.6,46035.0,64677.0
520,0500000US37161,"Rutherford County, North Carolina",9.5,43111.0,57586.0
521,0500000US37171,"Surry County, North Carolina",3.1,48398.0,62494.0
522,0500000US37179,"Union County, North Carolina",3.9,80337.0,109937.0
523,0500000US37183,"Wake County, North Carolina",3.3,79970.0,106985.0
524,0500000US37191,"Wayne County, North Carolina",5.0,40791.0,63210.0
