,GEO_ID,NAME,afr_amer,amer_ind,asian,latino,white
425,0500000US34023,"Middlesex County, New Jersey",0,203045,6130,663455,43853
426,0500000US34025,"Monmouth County, New Jersey",0,35774,1355,558253,20577
427,0500000US34027,"Morris County, New Jersey",0,53056,2193,432268,19643
428,0500000US34029,"Ocean County, New Jersey",0,11908,843,538344,18323
429,0500000US34031,"Passaic County, New Jersey",0,26481,1089,299095,78320
430,0500000US34033,"Salem County, New Jersey",0,774,0,58080,2218
431,0500000US34035,"Somerset County, New Jersey",0,57437,2084,285011,12242
432,0500000US34037,"Sussex County, New Jersey",0,3229,331,131429,1813
433,0500000US34039,"Union County, New Jersey",0,27892,1430,381904,95480
434,0500000US34041,"Warren County, New Jersey",0,2825,428,97212,2295
435,0500000US35001,"Bernalillo County, New Mexico",935,18595,857,340229,112003
436,0500000US35005,"Chaves County, New Mexico",0,67,0,28639,2663
437,0500000US35013,"Doña Ana County, New Mexico",0,2341,0,68536,9402
438,0500000US35025,"Lea County, New Mexico",0,0,0,29650,3399
439,0500000US35031,"McKinley County, New Mexico",0,766,0,64730,4327
440,0500000US35035,"Otero County, New Mexico",0,969,0,40716,4080
441,0500000US35043,"Sandoval County, New Mexico",0,2100,0,87958,14382
442,0500000US35045,"San Juan County, New Mexico",0,690,0,91376,7305
443,0500000US35049,"Santa Fe County, New Mexico",0,1976,0,72779,11960
444,0500000US35061,"Valencia County, New Mexico",0,340,0,30013,9778
445,0500000US36001,"Albany County, New York",0,21011,1824,290831,7244
446,0500000US36005,"Bronx County, New York",0,51958,2450,640298,554122
447,0500000US36007,"Broome County, New York",0,7006,0,187334,2676
448,0500000US36009,"Cattaraugus County, New York",0,509,0,76096,997
449,0500000US36011,"Cayuga County, New York",0,400,0,75600,725
450,0500000US36013,"Chautauqua County, New York",0,760,0,119852,2528
451,0500000US36015,"Chemung County, New York",0,1588,0,83702,880
452,0500000US36019,"Clinton County, New York",0,990,0,78754,1928
453,0500000US36027,"Dutchess County, New York",0,10743,741,259172,10999
454,0500000US36029,"Erie County, New York",0,34132,1568,872038,22468
455,0500000US36045,"Jefferson County, New York",0,1998,0,105840,2220
456,0500000US36047,"Kings County, New York",0,315850,7028,2123967,252394
457,0500000US36051,"Livingston County, New York",0,699,0,61990,809
458,0500000US36053,"Madison County, New York",0,726,0,69796,609
459,0500000US36055,"Monroe County, New York",0,26420,1250,683933,15596
460,0500000US36059,"Nassau County, New York",0,127934,14614,1133112,115313
461,0500000US36061,"New York County, New York",0,204434,21472,1216510,203739
462,0500000US36063,"Niagara County, New York",0,2082,0,205781,2355
463,0500000US36065,"Oneida County, New York",0,9824,585,218447,3024
464,0500000US36067,"Onondaga County, New York",0,17413,1304,443886,7708
465,0500000US36069,"Ontario County, New York",0,1345,0,104864,1979
466,0500000US36071,"Orange County, New York",0,10686,638,302970,36709
467,0500000US36075,"Oswego County, New York",0,730,0,116010,187
468,0500000US36079,"Putnam County, New York",0,2214,0,84792,7403
469,0500000US36081,"Queens County, New York",0,592922,53622,1679360,349691
470,0500000US36083,"Rensselaer County, New York",0,4019,279,152238,2131
471,0500000US36085,"Richmond County, New York",0,40747,2730,388448,25061
472,0500000US36087,"Rockland County, New York",0,19686,964,269412,35076
473,0500000US36089,"St. Lawrence County, New York",0,1489,0,106976,786
474,0500000US36091,"Saratoga County, New York",0,6797,941,220019,961
475,0500000US36093,"Schenectady County, New York",0,6739,184,143889,8572
476,0500000US36101,"Steuben County, New York",0,1298,0,95329,812
477,0500000US36103,"Suffolk County, New York",0,58726,5508,1208651,102667
478,0500000US36105,"Sullivan County, New York",0,1227,0,63084,4875
479,0500000US36109,"Tompkins County, New York",0,10625,949,99673,1879
480,0500000US36111,"Ulster County, New York",0,3969,378,161184,5996
481,0500000US36113,"Warren County, New York",0,603,0,63035,0
482,0500000US36117,"Wayne County, New York",0,775,0,86881,1140
483,0500000US36119,"Westchester County, New York",0,57962,5903,736551,120488
484,0500000US37001,"Alamance County, North Carolina",0,2245,0,139619,11618
485,0500000US37019,"Brunswick County, North Carolina",0,708,0,120973,3179
486,0500000US37021,"Buncombe County, North Carolina",0,3542,0,239667,3469
487,0500000US37023,"Burke County, North Carolina",0,3447,0,83369,3437
488,0500000US37025,"Cabarrus County, North Carolina",0,6212,0,181201,13741
489,0500000US37027,"Caldwell County, North Carolina",0,302,0,77264,3787
490,0500000US37031,"Carteret County, North Carolina",0,546,0,65868,392
491,0500000US37035,"Catawba County, North Carolina",0,6466,0,141660,11064
492,0500000US37037,"Chatham County, North Carolina",0,868,0,63617,1309
493,0500000US37045,"Cleveland County, North Carolina",0,1134,0,93786,2614
494,0500000US37049,"Craven County, North Carolina",0,3215,0,96116,3225
495,0500000US37051,"Cumberland County, North Carolina",0,7649,1974,290049,9298
496,0500000US37057,"Davidson County, North Carolina",0,2630,0,153355,4359
497,0500000US37063,"Durham County, North Carolina",0,15714,1488,265281,10872
498,0500000US37067,"Forsyth County, North Carolina",0,8532,588,324300,10247
499,0500000US37071,"Gaston County, North Carolina",0,3627,0,202275,5849
500,0500000US37081,"Guilford County, North Carolina",0,26138,1769,480339,15965
501,0500000US37085,"Harnett County, North Carolina",0,916,0,114591,9649
502,0500000US37089,"Henderson County, North Carolina",0,1607,0,102908,335
503,0500000US37097,"Iredell County, North Carolina",0,4410,0,159907,2099
504,0500000US37101,"Johnston County, North Carolina",0,536,0,166028,3684
505,0500000US37109,"Lincoln County, North Carolina",0,638,0,75324,3756
506,0500000US37119,"Mecklenburg County, North Carolina",0,59544,2044,918121,58382
